DE Number,System DE Number,Data Element,Data Element Name Text,Necessity,Definition,Valid Values,File Segment Number,File Segment Name,Size,FLF Start Position,FLF Stop Position,Segment Key Field Identifier,Coding Requirements,file_name
CIP098,CIP.002.098,ADJUDICATION-DATE,Adjudication Date,Mandatory,"The date on which the payment status of the claim was finally adjudicated by the state. For Encounter Records (Type of Claim = 3, C, W), use date the encounter was processed by the state.",,CIP00002,CLAIM-HEADER-RECORD-IP,9(8),319,326,5,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value should be on or before End of Time Period (CIP.001.010)
3. Mandatory
4. Value should be on or after associated Admission Date value",CLAIMIP
CIP099,CIP.002.099,MEDICAID-PAID-DATE,Medicaid Paid Date,Mandatory,"The date Medicaid paid this claim or adjustment. For Encounter Records (Type of Claim = 3, C, W), the date the managed care organization paid the provider for the claim or adjustment.",,CIP00002,CLAIM-HEADER-RECORD-IP,9(8),327,334,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Must have an associated Total Medicaid Paid Amount
3. Mandatory",CLAIMIP
CIP100,CIP.002.100,TYPE-OF-CLAIM,Type of Claim,Mandatory,"A code to indicate what type of payment is covered in this claim. For sub-capitated encounters from a sub-capitated entity or sub-capitated network provider, report TYPE-OF-CLAIM = '3' for a Medicaid sub-capitated encounter record or 'C'or an S-CHIP sub-capitated encounter record.",CIP100 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(1),335,335,Not Applicable,"1. Value must be 1 character
2. Value must be in Type of Claim List (VVL)
3. Mandatory",CLAIMIP
CIP101,CIP.002.101,TYPE-OF-BILL,Type of Bill,Mandatory,"A data element corresponding with UB-04 form locator FL4 that classifies the claim as to the type of facility (2nd digit), type of care (3rd digit) and the billing record's sequence in the episode of care (4th digit). (Note that the 1st digit is always zero.)
",CIP101 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(4),336,339,Not Applicable,"1. Value must be 4 characters
2. First character value must be a ""0""
3. Second character value must be in Type of Bill 2 Facility Type List (VVL)
4. Third character value must be in one of the corresponding Type of Bill 3 Classification Lists (VVL)
 5. Fourth character value must be in Type of Bill 4 Frequency List (VVL)
6. Mandatory
",CLAIMIP
CIP102,CIP.002.102,CLAIM-STATUS,Claim Status,Situational,"The health care claim status codes convey the status of an entire claim status codes from the 277 transaction set. Only report the claim status for the final, adjudicated claim.
",CIP102 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(3),340,342,Not Applicable,"1. Value must be 3 characters or less
2. Value must be in Claim Status List (VVL)
3. Situational
4. If value in [542,585,654], then Claim Denied Indicator must be ""0"" and Claim Status Category must be ""F2""
",CLAIMIP
CIP103,CIP.002.103,CLAIM-STATUS-CATEGORY,Claim Status Category,Mandatory,"The general category of the claim status (accepted, rejected, pended, finalized, additional information requested, etc.), which is then further detailed in the companion data element claim status.
",CIP103 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(3),343,345,Not Applicable,"1. Value must be 3 characters or less
2. Value must be in Claim Status Category List (VVL)
3. (Denied Claim) if associated Claim Denied Indicator indicates the claim was denied, then value must be ""F2""
4. (Denied Claim) if associated Claim Status is in [542,585,654], then value must be ""F2""
5. Mandatory
",CLAIMIP
CIP104,CIP.002.104,SOURCE-LOCATION,Source Location,Mandatory,"The field denotes the claims payment system from which the claim was extracted.

For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report a SOURCE-LOCATION = '22' to indicate that the sub-capitated entity paid a provider for the service to the enrollee on a FFS basis.

For sub-capitated encounters from a sub-capitated network provider that were submitted to sub-capitated entity, report a SOURCE-LOCATION = '23' to indicate that the sub-capitated network provider provided the service directly to the enrollee.

For sub-capitated encounters from a sub-capitated network provider, report a SOURCE-LOCATION = '23' to indicate that the sub-capitated network provider provided the service directly to the enrollee.",CIP104 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(2),346,347,Not Applicable,"1. Value must be 2 characters
2. Value must be in Source Location List (VVL)
3. Mandatory",CLAIMIP
CIP105,CIP.002.105,CHECK-NUM,Check Number,Situational,The check or electronic funds transfer number.,,CIP00002,CLAIM-HEADER-RECORD-IP,X(15),348,362,Not Applicable,"1. Value must be 15 characters or less
2. Value must have an associated Check Effective Date
3. Value must not contain a pipe or asterisk symbols
4. Situational",CLAIMIP
CIP106,CIP.002.106,CHECK-EFF-DATE,Check Effective Date,Situational,"The date a check is issued to the payee. In the case of electronic funds transfer, it is the date the transfer is made.",,CIP00002,CLAIM-HEADER-RECORD-IP,9(8),363,370,Not Applicable,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Must have an associated Check Number
3. Situational",CLAIMIP
CIP108,CIP.002.108,CLAIM-PYMT-REM-CODE-1,Remittance Advice Remark Code 1,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",CIP108 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(5),371,375,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
",CLAIMIP
CIP109,CIP.002.109,CLAIM-PYMT-REM-CODE-2,Remittance Advice Remark Code 2,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",CIP109 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(5),376,380,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
5. Value must not be populated when Remittance Advice Remark Code 1 (CIP.002.108) is not populated
",CLAIMIP
CIP110,CIP.002.110,CLAIM-PYMT-REM-CODE-3,Remittance Advice Remark Code 3,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",CIP110 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(5),381,385,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
5. Value must not be populated when Remittance Advice Remark Code 2 (CIP.002.109) is not populated
",CLAIMIP
CIP111,CIP.002.111,CLAIM-PYMT-REM-CODE-4,Remittance Advice Remark Code 4,Situational,"Remittance Advice Remark Codes are used to convey information about remittance processing or to provide a supplemental explanation for an adjustment already described by a Claim Adjustment Reason Code. Each Remittance Advice Remark Code identifies a specific message as shown in the Remittance Advice Remark Code List. It is a code set used by the health care industry to convey non-financial information critical to understanding the adjudication of a health care claim for payment. It is an external code set whose use is as mandated by the Administrative Simplification provisions of the Health Insurance Portability and Accountably Act of 1996 (P.L.104-191, commonly referred to as HIPAA).
",CIP111 Values,CIP00002,CLAIM-HEADER-RECORD-IP,X(5),386,390,Not Applicable,"1. Value must be 5 characters or less
2. Value must be in Claim Payment Remittance Code List (VVL)
3. Situational
4. When more than one occurrence of Claim Payment Remark Code 1 through Claim Payment Remark Code 4 is populated on a claim, all values must be unique
5. Value must not be populated when Remittance Advice Remark Code 3 (CIP.002.110) is not populated
",CLAIMIP
CIP112,CIP.002.112,TOT-BILLED-AMT,Total Billed Amount,Conditional,"The total amount billed for this claim at the claim header level as submitted by the provider. For encounter records, when Type of Claim value is in [3, C, W], then value must equal amount the provider billed to the managed care plan. For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report the total amount that the provider billed the sub-capitated entity for the service. Report a null value in this field if the provider is a sub-capitated network provider. For sub-capitated encounters from a sub-capitated network provider, if the sub-capitated network provider directly employs the provider that renders the service to the enrollee, report a null value in this field.",,CIP00002,CLAIM-HEADER-RECORD-IP,S9(11)V99,391,403,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Value must equal the sum of all Billed Amount instances for the associated claim
4. Conditional
5. (individual line item payments) when populated and Payment Level Indicator (CIP.002.132) equals ""2"" value must be greater than or equal to the sum of all claim line Revenue Charges (CIP.003.251)",CLAIMIP
CIP113,CIP.002.113,TOT-ALLOWED-AMT,Total Allowed Amount,Conditional,"The claim header level maximum amount determined by the payer as being 'allowable' under the provisions of the contract prior to the determination of actual payment. On FFS claims the Allowed Amount is determined by the state's MMIS. On managed care encounters the Allowed Amount is determined by the managed care organization. For sub-capitated encounters from a sub-capitated entity that is not a sub-capitated network provider, report the total amount that the sub-capitated entity allowed for the service. Report a null value in this field if the provider is a sub-capitated network provider.

For sub-capitated encounters from a sub-capitated network provider, if the sub-capitated network provider directly employs the provider that renders the service to the enrollee, report a null value in this field.",,CIP00002,CLAIM-HEADER-RECORD-IP,S9(11)V99,404,416,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. When populated and Payment Level Indicator equals ""2"", then value must equal the sum of all claim line Allowed Amount values
4. Conditional",CLAIMIP
