OWNER,TABLE_NAME,COLUMN_NAME,ADDED_DESCRIPTION,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SIEBEL,S_ORG_EXT,ALIAS_NAME,Alias Name,VARCHAR2,,,400,,,Y,137,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,ALT_EMAIL_ADDR,,VARCHAR2,,,1400,,,Y,138,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,1400,YES,NO,0,350,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,ALT_EMAIL_LOC_CD,,VARCHAR2,,,120,,,Y,139,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,ANS_SRVC_PH_NUM,,VARCHAR2,,,160,,,Y,140,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,160,YES,NO,0,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,APPROVAL_STATUS_CD,,VARCHAR2,,,120,,,Y,141,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,ASGN_PH_AC,,VARCHAR2,,,20,,,Y,142,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,20,YES,NO,0,5,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,ASGN_PH_CC,,VARCHAR2,,,20,,,Y,143,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,20,YES,NO,0,5,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,BANK_CODE,,VARCHAR2,,,200,,,Y,144,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,BASE_CURCY_CD,,VARCHAR2,,,80,,,Y,145,,,1,555344,555344,1,725,1,2-Jun-24,345626,CHAR_CS,80,YES,NO,4,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,BO_CUST_GRP_CD,,VARCHAR2,,,120,,,Y,146,,,1,536F6C642D546F205061727479,536F6C642D546F205061727479,1,755,1,2-Jun-24,345596,CHAR_CS,120,YES,NO,14,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,BRANCH_TYPE_CD,,VARCHAR2,,,120,,,Y,147,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CALL_FREQUENCY,,VARCHAR2,,,120,,,Y,148,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CC_TXNPROC_AC_NUM,,VARCHAR2,,,120,,,Y,149,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CC_TXNPROC_VNDR_ID,,VARCHAR2,,,60,,,Y,150,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CG_PRMO_STRT_DAY,,VARCHAR2,,,60,,,Y,151,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CG_SVP_STATUS,,VARCHAR2,,,120,,,Y,152,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CHANNEL_TYPE,,VARCHAR2,,,200,,,Y,153,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CMPNY_NAME,,VARCHAR2,,,200,,,Y,154,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CORE_CITY_CD,,VARCHAR2,,,120,,,Y,155,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CORP_CMPNY_NAME,,VARCHAR2,,,200,,,Y,156,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CORP_STOCK_SYMBOL,,VARCHAR2,,,80,,,Y,157,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,COUNTRY_DIVISION,,VARCHAR2,,,120,,,Y,158,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,COUNTRY_REGION,,VARCHAR2,,,120,,,Y,159,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,COUNTRY_TEMPLATE,,VARCHAR2,,,60,,,Y,160,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,COVERED_BY,,VARCHAR2,,,60,,,Y,161,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CREATOR_LOGIN,,VARCHAR2,,,200,,,Y,162,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CROSS_STREET,,VARCHAR2,,,160,,,Y,163,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,160,YES,NO,0,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CURR_PRI_LST_ID,,VARCHAR2,,,60,,,Y,164,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CURR_RATE_LST_ID,,VARCHAR2,,,60,,,Y,165,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CUR_SRV_ADDR_ID,,VARCHAR2,,,60,,,Y,166,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CUR_YR_BK_CURCY_CD,,VARCHAR2,,,80,,,Y,167,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CUR_YR_BL_CURCY_CD,,VARCHAR2,,,80,,,Y,168,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,CUST_STAT_CD,,VARCHAR2,,,120,,,Y,169,,,6,4.16E+11,556E6B6E6F776E,0.166666667,503,1,2-Jun-24,345848,CHAR_CS,120,YES,NO,7,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DB_LAST_UPD_SRC,Login by whom record is updated recently,VARCHAR2,,,200,,,Y,170,,,6,45494D,64617461696D70,0.166666667,0,1,2-Jun-24,346351,CHAR_CS,200,YES,NO,24,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DEDUP_TOKEN,,VARCHAR2,,,400,,,Y,171,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DEPT_NUM,,VARCHAR2,,,120,,,Y,172,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DESC_TEXT,,VARCHAR2,,,1020,,,Y,173,,,1,53696562656C2053616C657320456E74657270726973652041646D696E697374726174696F6E,53696562656C2053616C657320456E74657270726973652041646D696E697374726174696F6E,1,346350,1,2-Jun-24,1,CHAR_CS,1020,YES,NO,2,255,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DFLT_SHIP_PRIO_CD,,VARCHAR2,,,120,,,Y,174,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DIST_CHANNEL_CD,,VARCHAR2,,,120,,,Y,175,,,1,3030,3030,1,346350,1,2-Jun-24,1,CHAR_CS,120,YES,NO,2,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DIVISION,,VARCHAR2,,,100,,,Y,176,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,100,YES,NO,0,25,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DIVN_CD,,VARCHAR2,,,120,,,Y,177,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DIVN_TERR_HIER_ID,,VARCHAR2,,,60,,,Y,178,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DIVN_TYPE_CD,,VARCHAR2,,,120,,,Y,179,,,2,4865616C746820496E737572616E6365,4D65646963616964,0.5,346327,1,2-Jun-24,24,CHAR_CS,120,YES,NO,2,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DOM_ULT_DUNS_NUM,,VARCHAR2,,,60,,,Y,180,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,DUNS_NUM,,VARCHAR2,,,60,,,Y,181,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EAI_ERROR_TEXT,,VARCHAR2,,,4000,,,Y,182,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,4000,YES,NO,0,2000,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EAI_EXPRT_STAT_CD,,VARCHAR2,,,120,,,Y,183,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EMAIL_ADDR,,VARCHAR2,,,1400,,,Y,184,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,1400,YES,NO,0,350,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EMAIL_LOC_CD,,VARCHAR2,,,120,,,Y,185,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EVT_LOC_CD,,VARCHAR2,,,120,,,Y,186,,,1,436F72706F7261746520547261696E696E672043656E746572,436F72706F7261746520547261696E696E672043656E746572,1,755,1,2-Jun-24,345596,CHAR_CS,120,YES,NO,26,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EXEC_SPNSR_PSTN_ID,,VARCHAR2,,,60,,,Y,187,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,EXPERTISE_CD,,VARCHAR2,,,120,,,Y,188,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,FBI_FIELD_OFF_ID,,VARCHAR2,,,60,,,Y,189,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,FIN_RESP_CON_ID,,VARCHAR2,,,60,,,Y,190,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,FRD_OWNER_EMP_ID,,VARCHAR2,,,60,,,Y,191,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,FRGHT_TERMS_CD,,VARCHAR2,,,120,,,Y,192,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,FRGHT_TERMS_INFO,,VARCHAR2,,,400,,,Y,193,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,FURI_CMPNY_NAME,,VARCHAR2,,,200,,,Y,194,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,GENERAL_LEDGER,,VARCHAR2,,,200,,,Y,195,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,200,YES,NO,0,50,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,GLBLULT_DUNS_NUM,,VARCHAR2,,,60,,,Y,196,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,GRWTH_STRTGY_DESC,,VARCHAR2,,,4000,,,Y,197,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,4000,YES,NO,0,1001,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,HIST_SLS_CURCY_CD,,VARCHAR2,,,80,,,Y,198,,,1,555344,555344,1,755,1,2-Jun-24,345596,CHAR_CS,80,YES,NO,4,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,HSHLDHD_GEN_CD,,VARCHAR2,,,120,,,Y,199,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,HSHLDHD_OCC_CD,,VARCHAR2,,,120,,,Y,200,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,HSHLD_ETHN_CD,,VARCHAR2,,,120,,,Y,201,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,HSHLD_LOC_CD,,VARCHAR2,,,120,,,Y,202,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,IMPL_DESC,,VARCHAR2,,,4000,,,Y,203,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,4000,YES,NO,0,1000,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,IMPL_STAGE_CD,,VARCHAR2,,,120,,,Y,204,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,INTEGRATION_ID,,VARCHAR2,,,120,,,Y,205,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,JUDICIAL_DISTRICT,,VARCHAR2,,,120,,,Y,206,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,LAST_REVW_MGR_ID,,VARCHAR2,,,60,,,Y,207,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,LEGAL_FORM_CD,,VARCHAR2,,,120,,,Y,208,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,LOC,Level of care details,VARCHAR2,,,200,,,Y,209,,,268544,202020202020202020202020202020202020202020202020203220464C2032333620475245454E504F494E54204156452053,7A656C6C657061792E636F6D,0.000004,68141,254,2-Jun-24,5503,CHAR_CS,200,YES,NO,35,50,C,NO,YES,HYBRID,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,LOCATION_LEVEL,,VARCHAR2,,,120,,,Y,210,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,LOY_PARTNER_CD,,VARCHAR2,,,120,,,Y,211,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MAIN_EMAIL_ADDR,,VARCHAR2,,,1400,,,Y,212,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,1400,YES,NO,0,350,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MAIN_FAX_PH_NUM,,VARCHAR2,,,160,,,Y,213,,,7,3.83E+19,3.83E+19,0.142857143,346331,1,2-Jun-24,20,CHAR_CS,160,YES,NO,2,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MAIN_PH_NUM,The main phone number,VARCHAR2,,,160,,,Y,214,,,2207,3.23E+19,3.93E+19,0.000453104,343918,1,2-Jun-24,2433,CHAR_CS,160,YES,NO,2,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MANAGER_NAME,,VARCHAR2,,,160,,,Y,215,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,160,YES,NO,0,40,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MARKET_CLASS_CD,,VARCHAR2,,,120,,,Y,216,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MARKET_TYPE_CD,,VARCHAR2,,,120,,,Y,217,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,MASTER_OU_ID,,VARCHAR2,,,60,,,Y,218,,,346112,312D313030364B4155,312D5A5A5656324F,2.89E-06,239,1,2-Jun-24,346112,CHAR_CS,60,YES,NO,10,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,NAME_1,,VARCHAR2,,,400,,,Y,219,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,400,YES,NO,0,100,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,OD_LAST_UPD_BY,,VARCHAR2,,,500,,,Y,220,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,500,YES,NO,0,125,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,ORI_CD,,VARCHAR2,,,120,,,Y,221,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,OU_NUM,,VARCHAR2,,,120,,,Y,222,,,345862,312D313030364B4155,3.54E+11,2.89E-06,489,1,2-Jun-24,345862,CHAR_CS,120,YES,NO,10,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,OU_NUM_1,,VARCHAR2,,,120,,,Y,223,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,OU_TYPE_CD,,VARCHAR2,,,120,,,Y,224,,,3,436F6D70616E79,4C6F6E67205465726D2043617265,1.45E-06,504,3,2-Jun-24,345847,CHAR_CS,120,YES,NO,8,30,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,OWNERSHIP_TYPE_CD,,VARCHAR2,,,120,,,Y,225,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PAR_BU_ID,,VARCHAR2,,,60,,,Y,226,,,4,302D52394E48,312D37584C44,0.016666667,346321,4,2-Jun-24,30,CHAR_CS,60,YES,NO,2,15,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PAR_DIVN_ID,,VARCHAR2,,,60,,,Y,227,,,10,302D52394E48,312D37584C44,0.018518519,346324,10,2-Jun-24,27,CHAR_CS,60,YES,NO,2,15,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PAR_DUNS_NUM,,VARCHAR2,,,60,,,Y,228,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PAR_OU_ID,,VARCHAR2,,,60,,,Y,229,,,1,302D52394E48,302D52394E48,1,346350,1,2-Jun-24,1,CHAR_CS,60,YES,NO,2,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PASSWORD,,VARCHAR2,,,80,,,Y,230,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PAYMENT_TERM_ID,,VARCHAR2,,,60,,,Y,231,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,60,YES,NO,0,15,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PAY_TYPE_CD,,VARCHAR2,,,120,,,Y,232,,,1,43617368,43617368,1,755,1,2-Jun-24,345596,CHAR_CS,120,YES,NO,5,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,POPULATION_GRP_CD,,VARCHAR2,,,120,,,Y,233,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PO_PAY_CURCY_CD,,VARCHAR2,,,80,,,Y,234,,,1,555344,555344,1,755,1,2-Jun-24,345596,CHAR_CS,80,YES,NO,4,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PREF_CARR_PRIO_CD,,VARCHAR2,,,120,,,Y,235,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PREF_COMM_METH_CD,,VARCHAR2,,,120,,,Y,236,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PREF_SHIP_CARR_CD,,VARCHAR2,,,120,,,Y,237,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PRIVACY_CD,,VARCHAR2,,,120,,,Y,238,,,1,4F70742D4F75743A20416C6C2050617274696573,4F70742D4F75743A20416C6C2050617274696573,1,755,1,2-Jun-24,345596,CHAR_CS,120,YES,NO,21,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PRI_GRP_CD,,VARCHAR2,,,120,,,Y,239,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,120,YES,NO,0,30,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PRI_YR_BK_CURCY_CD,,VARCHAR2,,,80,,,Y,240,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,S_ORG_EXT,PRI_YR_BL_CURCY_CD,,VARCHAR2,,,80,,,Y,241,,,0,,,0,346351,0,2-Jun-24,,CHAR_CS,80,YES,NO,0,20,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
