DD V2.4.0 - Data Element,,,,,,,,,,,
ACTION CODE,"NEW
 ROW
 NBR",DE NO,DE NO EXTENDED,"DATA 
ELEMENT
 NAME
 COMPUTING","DATA 
ELEMENT
NAME TEXT",DATA ELEMENT LEVEL NECESSITY,DEFINITION,CODING REQUIREMENT,"LAST 
UPDATE
 DATE",FILENAME,"FILE SEGMENT NAME
WITH RECORD ID 
COMPUTING"
A2,109,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,110,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,111,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,112,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,113,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,114,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,115,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,116,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,117,CIP030,CIP.002.030,ADMITTING-DIAGNOSIS-CODE,Admitting Diagnosis Code ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,118,CIP031,CIP.002.031,ADMITTING-DIAGNOSIS-CODE-FLAG,Admitting Diagnosis Code Flag ,Mandatory,A flag that identifies the coding system used for the Admitting Diagnosis Code.,Value must be in Diagnosis Code Flag(VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,119,CIP031,CIP.002.031,ADMITTING-DIAGNOSIS-CODE-FLAG,Admitting Diagnosis Code Flag ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,120,CIP031,CIP.002.031,ADMITTING-DIAGNOSIS-CODE-FLAG,Admitting Diagnosis Code Flag ,Not Applicable,Not Applicable,Mandatory,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,121,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Conditional,The primary/principal ICD-9/10-CM diagnosis code as reported on the claim.,"When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,122,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,123,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,124,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,125,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,126,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,127,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,128,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,129,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,130,CIP032,CIP.002.032,DIAGNOSIS-CODE-1,Diagnosis Code 1 ,Not Applicable,Not Applicable,"If Type of Claim (CIP.002.100) in (""1"", ""3"", ""A"", ""C"", ""U"", ""W"") then value must be populated.",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,131,CIP033,CIP.002.033,DIAGNOSIS-CODE-FLAG-1,Diagnosis Code Flag 1 ,Conditional,"Flag used to identify if associated Diagnosis Code field is reported with ICD-9 or ICD-10 code.  Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, 
where n can be any integer greater than or equal to 1.",Value must be in Diagnosis Code Flag List (VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,132,CIP033,CIP.002.033,DIAGNOSIS-CODE-FLAG-1,Diagnosis Code Flag 1 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,133,CIP033,CIP.002.033,DIAGNOSIS-CODE-FLAG-1,Diagnosis Code Flag 1 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,134,CIP033,CIP.002.033,DIAGNOSIS-CODE-FLAG-1,Diagnosis Code Flag 1 ,Not Applicable,Not Applicable,"Value should not be populated, if the associated diagnosis code is not populated",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,135,CIP034,CIP.002.034,DIAGNOSIS-POA-FLAG-1,Diagnosis POA Flag 1 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,136,CIP034,CIP.002.034,DIAGNOSIS-POA-FLAG-1,Diagnosis POA Flag 1 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,137,CIP034,CIP.002.034,DIAGNOSIS-POA-FLAG-1,Diagnosis POA Flag 1 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,138,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,139,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,140,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,141,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,142,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,143,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,144,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,145,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,146,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,147,CIP035,CIP.002.035,DIAGNOSIS-CODE-2,Diagnosis Code 2 ,Not Applicable,Not Applicable,Value must not be populated when Diagnosis Code 1 (CIP.002.032) is not populated,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,148,CIP036,CIP.002.036,DIAGNOSIS-CODE-FLAG-2,Diagnosis Code Flag 2 ,Conditional,"Flag used to identify if associated Diagnosis Code field is reported with ICD-9 or ICD-10 code.  Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, 
where n can be any integer greater than or equal to 1.",Value must be in Diagnosis Code Flag List (VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,149,CIP036,CIP.002.036,DIAGNOSIS-CODE-FLAG-2,Diagnosis Code Flag 2 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,150,CIP036,CIP.002.036,DIAGNOSIS-CODE-FLAG-2,Diagnosis Code Flag 2 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,151,CIP036,CIP.002.036,DIAGNOSIS-CODE-FLAG-2,Diagnosis Code Flag 2 ,Not Applicable,Not Applicable,"Value should not be populated, if the associated diagnosis code is not populated",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,152,CIP037,CIP.002.037,DIAGNOSIS-POA-FLAG-2,Diagnosis POA Flag 2 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,153,CIP037,CIP.002.037,DIAGNOSIS-POA-FLAG-2,Diagnosis POA Flag 2 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,154,CIP037,CIP.002.037,DIAGNOSIS-POA-FLAG-2,Diagnosis POA Flag 2 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,155,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,156,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,157,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,158,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,159,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,160,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,161,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), value must not exceed 7 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,162,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,"When there is more than one diagnosis code on a claim, each value must be unique",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,163,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,164,CIP038,CIP.002.038,DIAGNOSIS-CODE-3,Diagnosis Code 3 ,Not Applicable,Not Applicable,Value must not be populated when Diagnosis Code 2 (CIP.002.035) is not populated,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,165,CIP039,CIP.002.039,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Conditional,"Flag used to identify if associated Diagnosis Code field is reported with ICD-9 or ICD-10 code.  Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, 
where n can be any integer greater than or equal to 1.",Value must be in Diagnosis Code Flag List (VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,166,CIP039,CIP.002.039,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,167,CIP039,CIP.002.039,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,168,CIP039,CIP.002.039,DIAGNOSIS-CODE-FLAG-3,Diagnosis Code Flag 3 ,Not Applicable,Not Applicable,"Value should not be populated, if the associated diagnosis code is not populated",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,169,CIP040,CIP.002.040,DIAGNOSIS-POA-FLAG-3,Diagnosis POA Flag 3 ,Conditional,"A code to identify conditions that are present at the time the order for inpatient admission occurs; conditions that develop during an outpatient encounter, including emergency department, observation, or outpatient surgery.
POA indicator is used to identify certain preventable conditions that are: (a) high cost or high volume or both, (b) result in the assignment of a case to a Diagnosis Related Group (DRG)* that has a higher payment when present as a secondary diagnosis, and (c) could reasonably 
have been prevented through the application of evidence-based guidelines.
*States that do not use the grouper methodology may use CMS-approved methodology that is prospective in nature.
Each Diagnosis Code Flag is associated with one, and only one, Diagnosis Code in a given file segment record.  For example, Diagnosis Code n is associated with Diagnosis Code Flag n, where n can be any integer greater than or equal to 1.",Value must be in Diagnosis POA Flag List (VVL),2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,170,CIP040,CIP.002.040,DIAGNOSIS-POA-FLAG-3,Diagnosis POA Flag 3 ,Not Applicable,Not Applicable,Value must be 1 character,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
X1,171,CIP040,CIP.002.040,DIAGNOSIS-POA-FLAG-3,Diagnosis POA Flag 3 ,Not Applicable,Not Applicable,Conditional,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,172,CIP041,CIP.002.041,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Conditional,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, 
adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be 
passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing 
the decimal). For example:  210.5 is coded as ""2105"".","When populated, a Diagnosis Code Flag is required",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,173,CIP041,CIP.002.041,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""1"" (ICD-9), then value must be in  ICD-9 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C1,174,CIP041,CIP.002.041,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is ""2"" (ICD-10), then value must be in  ICD-10 Diagnosis Codes List (VVL)",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,175,CIP041,CIP.002.041,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,Value must be a minimum of 3 characters,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
A2,176,CIP041,CIP.002.041,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,Value must not contain a decimal point,2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
C2,177,CIP041,CIP.002.041,DIAGNOSIS-CODE-4,Diagnosis Code 4 ,Not Applicable,Not Applicable,"If associated Diagnosis Code Flag value is '""1"" (ICD-9), value must not exceed 5 characters",2/12/2021,CLAIMIP,CLAIM-HEADER-RECORD-IP-CIP00002
