Source,Source File,Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Percision,Comment,Valid Values,Logic,Column Order,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping 
EVV,EVV,T_EVV_CONTROL,FILE_SIZE,,File size,numeric,,,,,,,,,,29,,4,,"0.33, 12.59, ....",,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_MASTER,FILE_TYPE,,Type of the file,nvarchar,,,,,,,,,,80,,,,"VISIT_GENERAL, .....",,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_KPI_1_2 ,FORM_TYPE ,,Code that represents the type of form that used for a claim,nvarchar,,,,,,,,,,1 ,,,,,,,,,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,GROUPCODE,,This visit was part of a group visit. Group Code is used to reassemble all members of the group.,nvarchar,,,,,,,,,,6,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CALLS,GROUPCODE,,This visit was part of a group visit. Group Code is used to reassemble all members of the group. Note that Alternate EVV vendors may not supply this value.,nvarchar,,,,,,,,,,6,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,GROUPCODE,,This visit was part of a group visit. Group Code is used to reassemble all members of the group. Note that Alternate EVV vendors may not supply this value.,nvarchar,,,,,,,,,,6,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,ICN,,"An Internal Control Number (ICN) is a unique, 13-digit identification number assigned to every claim in order to distinguish it from all other claims received by the system.",nvarchar,,,,,,,,,,13,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,INSERT_DATE,,Date that the claim status was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_VISIT_TASKS,INSERT_DATE,,Date when tasks were added to the  EVV system,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_VISIT_EXCP,INSERT_DATE,,Date when the exception was recorded,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,INSERT_DATE,,Date when the provider general information was added to the data base,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_PROVIDER_LOC,INSERT_DATE,,Date when the provider location was added to the data base,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_VISIT_CALLS,INSERT_DATE,,"If the Visit has a call-in/check-in recorded, the value of this column will be 1",date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_DESIGNEE,INSERT_DATE,,The date the designee was added to the record,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_VISIT_CHANGES,INSERT_DATE,,The date when the changes were added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_ADDR,INSERT_DATE,,The date when the client address was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_AUTH,INSERT_DATE,,The date when the client authorization was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_GENERAL,INSERT_DATE,,The date when the client general information was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_PHONE,INSERT_DATE,,The date when the client phone number was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,INSERT_DATE,,The date when the client schedule was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_EMP_DISC,INSERT_DATE,,The date when the employee description was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_EMP_GENERAL,INSERT_DATE,,The date when the employee general information was added to the database,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_VISIT_GENERAL,INSERTDATE,,Date when general information regarding the visit was added to the EVV system,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf
Per AHCCCS Questions update 08/3/2023 - INSERT_DATE represents the day on which the record was first added to the Data Warehouse tables. UPDATE_DATE represents the most-recent day on which the record was changed or updated in the Data Warehouse.  If the record hasn't been changed, the INSERT & UPDATE dates will be the same.",,,
EVV,EVV,T_EVV_CLIENT_AUTH,ISPRIMARY,,Indicates if the authorizer is primary,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,LATITUDE,,"GPS latitude recorded during event.
Latitude has a range of -90 to 90
with a 15 digit precision. Required
for Call Type = Mobile",numeric,,,,,,,,,,19,,13,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,LIVEINCASE,,24 hour live in case. Values are true/false.,nvarchar,,,,,,,,,,5,,,,"True, False",,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CONTROL,LOAD_DATE,,The date the file was run,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2013",Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,T_EVV_MASTER,LOAD_DATE,,The date the file was run,date,YYYY-MM-DD,,,,,,,,,,,,"JAN 7, 2014",Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONADDRESSLINE1,,Addressline1 code of the provider location,nvarchar,,,,,,,,,,50,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONADDRESSLINE2,,Addressline2 code of the provider location,nvarchar,,,,,,,,,,50,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONCITY,,City code of the provider location,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONCONTACTFIRSTNAME,,First name for the provider ,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONCONTACTLASTNAME,,Last name for the provider ,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONIDENTIFIER,,Identifier code of the provider location,nvarchar,,,,,,,,,,30,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONNAME,,Location name of the provider,nvarchar,,,,,,,,,,20,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONPHONE,,Phone number for the where the provider is located,nvarchar,##########,,,,,,,,,10,,,"8083760978,....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONSTATE,,State code of the provider location,nvarchar,2 char standard US state abbreviation.,,,,,,,,,2,,,"HI, TX, ....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,LOCATIONZIP,,Zip code of the provider location,nvarchar,"9 digit Zip Code. If additional 4 digits is not known, provide zeros. Format #########",,,,,,,,,9,,,"980873787,....",Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,LONGITUDE,,GPS longitude recorded during event. Longitude has a range of -180 to 180 with a 15 digit precision. Required for Call Type = Mobile. ,numeric,,,,,,,,,,20,,13,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_KPI_3 ,MANUAL_CALLTYPE , ,,numeric,,,,,,,,,,10 ,,0,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,MANUAL_CALLTYPE , ,,numeric,,,,,,,,,,10 ,,0,,,,,,,,,
EVV,EVV,T_EVV_KPI_3 ,MANUAL_EDITS , ,,numeric,,,,,,,,,,10 ,,0,,,,,,,,,
EVV,EVV,T_EVV_SPEC_USE_KPI ,MANUAL_EDITS , ,,numeric,,,,,,,,,,10 ,,0,,,,,,,,,
EVV,EVV,EVV_CMS_EVIDENCE_EXAMPLE,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,Y,"No specific ""Description"" information found in documentation, inferred from similar information in Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

08/03/2023 - This table was used by AHCCCS for internal testing before and during the creation of the EVV KPI process. 
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_CLIENT_ADDR,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_AUTH,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_DESIGNEE,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_GENERAL,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_PHONE,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CLIENT_SCHEDULE,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_CONTROL,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

AHCCCS Questions worksheer comment, 08/03/2023: AHCCCS Questions worksheer comment, 08/03/2023 - T_EVV_CONTROL is a file that is sent to us by Sandata alongside the other EVV files.  AHCCCS uses internally to determine information about the nature and numbers of records processed.  
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. """,,,
EVV,EVV,T_EVV_EMP_DISC,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_EMP_GENERAL,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_MASTER,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,"Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf

Per AHCCCS Questions_Issue_log - 08/03/2023 - T_EVV_MASTER table data is derived by AHCCCS Data Warehouse team internally using the T_EVV_CONTROL file and the runtime information from the other EVV file-loads.  For a given day, the number of successful records are displayed alongside expected numbers from the CONTROL file.  We can provide documentation if required.
Not sure if this data is useful for HAP business.  If not required, we can remove from our weekly extract.  Please let us know. ",,,
EVV,EVV,T_EVV_PROVIDER_GENERAL,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_PROVIDER_LOC,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CALLS,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CHANGES,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_CLAIMST,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_EXCP,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_GENERAL,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_VISIT_TASKS,md5_hash,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32,,,,Live Data Transmitted,,,N,Hawaii Med-QUEST CMS EVV KPIs 2022 Q1.pdf,,,
EVV,EVV,T_EVV_KPI_1_2 ,md5_hash ,,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32 ,,,,,,,,,,,
EVV,EVV,T_EVV_KPI_3 ,md5_hash , ,"The MD5 hash is built off all columns and is to be used with available primary and/or business keys included in the respective file. Is included to simplify any delta loading processes during file imports. row-by-row validation check using the hash bytes MD5 function to compare every character between the source and target tables. The primary objective, apart from confirming matching data, was to identify special characters that would cause issues with data loads",varchar,,,,,,,,,,32 ,,,,,,,,,,,
